,movie_id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
2886,2886,Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis,Biography Crime Drama,infamous
2887,2887,Michael Winterbottom,Milla Jovovich,Sarah Polley,Shirley Henderson,Drama Romance Western,the claim
2888,2888,Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott,Horror Thriller,the vatican tapes
2889,2889,Joe Cornish,John Boyega,Luke Treadaway,Jodie Whittaker,Action Comedy Sci-Fi Thriller,attack the block
2890,2890,Angelina Jolie Pitt,Jelena Jovanova,Nikola Djuricko,Branko Djuric,Drama Romance War,in the land of blood and honey
2891,2891,Brad Anderson,Michael Imperioli,Tara Platt,Roma Maffia,Crime Thriller,the call
2892,2892,John H. Lee,Liam Neeson,Dean Dawson,Jung-jae Lee,Action Drama History War,operation chromite
2893,2893,John Stainton,Steve Irwin,Aden Young,Steve Bastoni,Action Adventure Comedy Family,the crocodile hunter: collision course
2894,2894,Glenn Ficarra,Dameon Clarke,Louis Herthum,Annie Golden,Biography Comedy Crime Drama Romance,i love you phillip morris
2895,2895,Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,Gary Schwartz,Adventure Drama History,quest for fire
2896,2896,Denzel Washington,Denzel Washington,Kevin Connolly,Derek Luke,Biography Drama,antwone fisher
2897,2897,Michael Hoffman,Gabriel Millman,Embeth Davidtz,Rob Morrow,Drama,the emperor's club
2898,2898,Tony Scott,Brad Pitt,Gary Oldman,Michael Rapaport,Action Crime Drama Romance Thriller,true romance
2899,2899,Benedek Fliegauf,Eva Green,Matt Smith,Hannah Murray,Drama Romance Sci-Fi,womb
2900,2900,James Foley,Kevin Spacey,Al Pacino,Jude Ciccolella,Crime Drama Mystery,glengarry glen ross
2901,2901,Michael Winterbottom,Liam Aiken,Ned Beatty,Jay R. Ferguson,Crime Drama Thriller,the killer inside me
2902,2902,Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,cat people
2903,2903,Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis,Horror Mystery,sorority row
2904,2904,John Cromwell,David Niven,Mary Astor,Ronald Colman,Adventure Drama Romance,the prisoner of zenda
2905,2905,Craig Gillespie,Ryan Gosling,Kelli Garner,Paul Schneider,Comedy Drama Romance,lars and the real girl
2906,2906,Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan,Drama War,the boy in the striped pajamas
2907,2907,Lars von Trier,Catherine Deneuve,Udo Kier,Björk,Crime Drama Musical,dancer in the dark
2908,2908,Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Clive Russell,Drama Romance,oscar and lucinda
2909,2909,Abel Ferrara,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Crime Drama,the funeral
2910,2910,Brian Koppelman,Jenna Fischer,David Costabile,Richard Schiff,Comedy Drama Romance,solitary man
2911,2911,Ethan Maniquis,Robert De Niro,Don Johnson,Cheech Marin,Action Crime Thriller,machete
2912,2912,George Hickenlooper,Kevin Spacey,Eric Schweig,Christian Campbell,Biography Comedy Crime Drama,casino jack
2913,2913,Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin,Adventure Animation Family,the land before time
2914,2914,Je-kyu Kang,Min-sik Choi,Bin Won,Dong-gun Jang,Action Drama War,tae guk gi: the brotherhood of war
2915,2915,William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill,Comedy Drama Family Sport,the perfect game
2916,2916,William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb,Horror,the exorcist
2917,2917,Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller,jaws
2918,2918,Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Comedy,american pie
2919,2919,Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson,Animation Comedy Crime Drama Family,ernest & celestine
2920,2920,Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action Adventure Comedy Fantasy Mystery,the golden child
2921,2921,Tim Story,Chris Brown,Romany Malco,Regina Hall,Comedy Romance,think like a man
2922,2922,Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Comedy Drama,barbershop
2923,2923,Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi,star trek ii: the wrath of khan
2924,2924,Tom Shadyac,Sean Young,Udo Kier,David Margulies,Comedy,ace ventura: pet detective
2925,2925,John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy,Sci-Fi Thriller,wargames
2926,2926,Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas,Crime Drama Romance Thriller,witness
2927,2927,Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,Action Adventure Drama Thriller War,act of valor
2928,2928,Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson,Crime Drama Music Romance,step up
2929,2929,Mike Judge,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime,beavis and butt-head do america
2930,2930,Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster,Crime Thriller,jackie brown
2931,2931,Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy,harold & kumar escape from guantanamo bay
2932,2932,Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,Drama Sci-Fi Thriller,chronicle
2933,2933,Barbra Streisand,Miriam Margolyes,Amy Irving,Steven Hill,Drama Musical Romance,yentl
2934,2934,Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi,time bandits
2935,2935,Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen,Comedy Drama,crossroads
2936,2936,Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Comedy Crime,project x
2937,2937,Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,Biography Drama War,patton
2938,2938,Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen,Drama Thriller,one hour photo
2939,2939,John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller,quarantine
2940,2940,David Moreau,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror Mystery,the eye
2941,2941,Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss,Comedy,johnson family vacation
2942,2942,Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,Comedy Fantasy,how high
2943,2943,Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy Drama Family Fantasy Musical,the muppet christmas carol
2944,2944,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,casino royale
2945,2945,Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino,Biography Drama Romance,frida
2946,2946,Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Documentary Music,katy perry: part of me
2947,2947,Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff,Drama Romance,the fault in our stars
2948,2948,John Dahl,Matt Damon,Martin Landau,Gretchen Mol,Crime Drama,rounders
2949,2949,Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove,Comedy Romance,top five
2950,2950,John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth,Horror Sci-Fi,prophecy
2951,2951,David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,Horror Mystery Thriller,stir of echoes
2952,2952,unknown,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History,spartacus: war of the damned            
2953,2953,Stephen Frears,Steve Coogan,Mare Winningham,Peter Hermann,Biography Drama,philomena
2954,2954,Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,Comedy Drama,the upside of anger
2955,2955,Franklin J. Schaffner,Laurence Olivier,Anne Meara,Steve Guttenberg,Drama Thriller,the boys from brazil
2956,2956,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,Comedy Family Fantasy Romance,aquamarine
2957,2957,Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie,Drama Mystery Romance,paper towns
2958,2958,Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling,Comedy,my baby's daddy
2959,2959,Alexander Payne,Devin Ratray,Bruce Dern,Will Forte,Adventure Comedy Drama,nebraska
2960,2960,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller,tales from the crypt: demon knight
2961,2961,Tim Hill,Noel Fisher,Amber Valletta,Larry Miller,Comedy Crime Family,max keeble's big move
2962,2962,Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe,Comedy Drama,young adult
2963,2963,Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,Action Crime Thriller,crank
2964,2964,Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Comedy,how to be a player
2965,2965,Richard LaGravenese,Holly Hunter,Eddie Cibrian,Jenette Goldstein,Comedy Drama Romance,living out loud
2966,2966,Sanaa Hamri,Common,Laz Alonso,Mehcad Brooks,Comedy Romance Sport,just wright
2967,2967,Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,Drama Romance,rachel getting married
2968,2968,Bob Rafelson,Anjelica Huston,Michael Lerner,John Colicos,Crime Drama Romance Thriller,the postman always rings twice
2969,2969,Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson,Biography Drama Romance,girl with a pearl earring
2970,2970,Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,Adventure Drama Thriller War,das boot
2971,2971,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western,the alamo
2972,2972,Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams,Comedy,sorority boys
2973,2973,Richard Curtis,Tom Hughes,Tom Hollander,Lindsay Duncan,Drama Fantasy Romance,about time
2974,2974,Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Action Adventure Drama Romance,house of flying daggers
2975,2975,Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey,Drama Thriller,arbitrage
2976,2976,Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,Sci-Fi Thriller,project almanac
2977,2977,Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,Biography Drama Music,cadillac records
2978,2978,Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley,Comedy Crime,screwed
2979,2979,Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Action Crime Sci-Fi Thriller,fortress
2980,2980,Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,Comedy,for your consideration
2981,2981,Woody Allen,Melanie Griffith,Aleksa Palladino,Greg Mottola,Comedy Drama,celebrity
2982,2982,Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,Comedy Drama,running with scissors
2983,2983,Robert Iscove,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,Comedy Musical Romance,from justin to kelly
2984,2984,Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol,Comedy Drama,girl 6
2985,2985,Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner,Mystery Thriller,in the cut
2986,2986,James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,Drama Romance,two lovers
2987,2987,Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild,Drama,last orders
2988,2988,Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko,Comedy Drama Horror Sci-Fi,the host
2989,2989,Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason,Adventure Crime Thriller,the pursuit of d.b. cooper
2990,2990,Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,Fantasy Horror Thriller,ravenous
2991,2991,Jon Poll,Robert Downey Jr.,Megan Park,Hope Davis,Comedy Drama Romance,charlie bartlett
2992,2992,Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Serena Grandi,Drama,the great beauty
2993,2993,Peter Care,Kieran Culkin,Michael Harding,Jake Richardson,Comedy Drama,the dangerous lives of altar boys
2994,2994,Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,Drama Thriller,stoker
2995,2995,Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,Drama Romance Sci-Fi,2046
2996,2996,Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber,Crime Drama Romance,married life
2997,2997,Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,Adventure Drama Family,duma
2998,2998,Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda,Drama Mystery Romance,ondine
2999,2999,Takeshi Kitano,Omar Epps,Tatyana Ali,James Shigeta,Crime Drama Thriller,brother
3000,3000,Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli,Comedy Crime,welcome to collinwood
3001,3001,Sidney Lumet,Kyra Sedgwick,Anne Bancroft,Albert Brooks,Comedy Drama,critical care
3002,3002,Vadim Perelman,Eva Amurri Martino,Lynn Cohen,Brett Cullen,Drama Mystery Thriller,the life before her eyes
3003,3003,Lawrence Kasdan,Dianne Wiest,Mark Duplass,Sam Shepard,Comedy Drama Romance,darling companion
3004,3004,Marco Kreuzpaintner,Zack Ward,Kate del Castillo,Alicja Bachleda,Crime Drama Thriller,trade
3005,3005,Lajos Koltai,Marcell Nagy,Péter Fancsikai,Bálint Péntek,Drama Romance War,fateless
3006,3006,Alan Rudolph,Bruce Willis,Albert Finney,Omar Epps,Comedy,breakfast of champions
3007,3007,Yimou Zhang,Honglei Sun,Ni Yan,Dahong Ni,Comedy Drama,"a woman, a gun and a noodle shop"
3008,3008,Vincenzo Natali,David Hewlett,Jeremy Northam,Kari Matchett,Mystery Romance Sci-Fi Thriller,cypher
3009,3009,Chuan Lu,Ye Liu,Yuanyuan Gao,Ryu Kohata,Drama History War,city of life and death
3010,3010,Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home
3011,3011,Lijun Sun,Jon Heder,Tom Arnold,Rebecca Black,Action Adventure Animation Comedy Family,legend of kung fu rabbit
3012,3012,Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,Action Adventure Drama Sci-Fi,space battleship yamato
3013,3013,Renny Harlin,Richard Coyle,Kenneth Cranham,Ana Imnadze,Action Drama War,5 days of war
3014,3014,Christopher Smith,Rachael Carpani,Michael Dorman,Emma Lung,Fantasy Mystery Thriller,triangle
3015,3015,Timothy Hines,Christopher Lambert,Kelly LeBrock,Alexandra Callas,Drama,10 days in a madhouse
3016,3016,Randall Wallace,Jacob Vargas,Connor Corum,Rob Moran,Biography Drama,heaven is for real
3017,3017,Guy Ritchie,Jason Statham,Brad Pitt,Jason Flemyng,Comedy Crime,snatch
3018,3018,David Winters,Gary Daniels,Matt Marr,Ginger Jensen,Family Musical,dancin' it's on
3019,3019,Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby,Fantasy Horror,pet sematary
3020,3020,Akira Kurosawa,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,Drama,madadayo
3021,3021,Jamie Thraves,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,Drama Thriller,the cry of the owl
3022,3022,Mabel Cheung,Wei Tang,Ching Wan Lau,Hailu Qin,Drama,a tale of three cities
3023,3023,Joe Dante,Phoebe Cates,Harry Carey Jr.,Zach Galligan,Comedy Fantasy Horror,gremlins
3024,3024,George Lucas,Harrison Ford,Peter Cushing,Kenny Baker,Action Adventure Fantasy Sci-Fi,star wars: episode iv - a new hope
3025,3025,Dan Mazer,Robert De Niro,Zoey Deutch,Jason Mantzoukas,Comedy,dirty grandpa
3026,3026,David Lean,Julie Christie,Klaus Kinski,Geraldine Chaplin,Drama Romance War,doctor zhivago
3027,3027,Stephen Daldry,Wagner Moura,Selton Mello,Daniel Zettel,Adventure Crime Drama Mystery Thriller,trash
3028,3028,Kenny Ortega,Lucas Grabeel,Matt Prokop,Corbin Bleu,Comedy Drama Family Music Musical Romance,high school musical 3: senior year
3029,3029,David O. Russell,Christian Bale,Jack McGee,Melissa McMeekin,Biography Drama Sport,the fighter
3030,3030,Jeff Tremaine,Bam Margera,Steve-O,Chris Pontius,Action Comedy Documentary,jackass number two
3031,3031,Jonathan Lynn,Fred Gwynne,Bruce McGill,Lane Smith,Comedy Crime,my cousin vinny
3032,3032,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Stacy Keach,Drama Fantasy Music Romance,if i stay
3033,3033,Brian Trenchard-Smith,Zoe Ventoura,Damien Garvey,Christopher Sommers,Action Comedy Crime,drive hard
3034,3034,David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo,Comedy Sport,major league
3035,3035,Oliver Parker,Lily Cole,Rupert Everett,Tamsin Egerton,Comedy,st. trinian's
3036,3036,Joel Schumacher,Radha Mitchell,John Enos III,Richard T. Jones,Crime Thriller,phone booth
3037,3037,Adam Shankman,Lauren German,Peter Coyote,Paz de la Huerta,Drama Romance,a walk to remember
3038,3038,Tim Robbins,Lois Smith,Celia Weston,Robert Prosky,Crime Drama,dead man walking
3039,3039,Roger Kumble,Sarah Michelle Gellar,Sean Patrick Thomas,Eric Mabius,Drama Romance,cruel intentions
3040,3040,Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern,Horror Mystery,saw vi
3041,3041,Mel Brooks,Madeline Kahn,Sid Caesar,Dom DeLuise,Comedy,history of the world: part i
3042,3042,Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson,Drama,the secret life of bees
3043,3043,Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg,Comedy Crime,corky romano
3044,3044,Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry,Crime Drama Thriller,raising cain
3045,3045,Norman Jewison,Sylvester Stallone,Peter Boyle,Rod Steiger,Drama,f.i.s.t.
3046,3046,Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett,Horror Sci-Fi,invaders from mars
3047,3047,John Crowley,Julie Walters,Fiona Glascott,Eva Birthistle,Drama Romance,brooklyn
3048,3048,Stanley Kubrick,Ryan O'Neal,Steven Berkoff,Hardy Krüger,Adventure Drama History War,barry lyndon
3049,3049,Brendan Malloy,Lee Majors,Jason London,Thomas Lennon,Comedy Sport,out cold
3050,3050,Reginald Hudlin,Will Ferrell,John Witherspoon,Tim Meadows,Comedy,the ladies man
3051,3051,Dustin Hoffman,Luke Newberry,Sheridan Smith,Pauline Collins,Comedy Drama,quartet
3052,3052,Gregory Poirier,Shannon Elizabeth,Jake Busey,David Ogden Stiers,Comedy,tomcats
3053,3053,Bill Paxton,Matthew McConaughey,Powers Boothe,Matt O'Leary,Crime Drama Thriller,frailty
3054,3054,Simon Curtis,Ryan Reynolds,Frances Fisher,Elizabeth McGovern,Biography Drama History,woman in gold
3055,3055,Bill Condon,Liam Neeson,Oliver Platt,Dylan Baker,Biography Drama,kinsey
3056,3056,Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz,Comedy Fantasy Horror,army of darkness
3057,3057,Dewey Nicks,Jaime King,Gedde Watanabe,Jim Rash,Comedy Romance,slackers
3058,3058,Lasse Hallström,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,Drama Romance,what's eating gilbert grape
3059,3059,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,Biography Drama History,the visual bible: the gospel of john
3060,3060,Mike Leigh,Eddie Marsan,Sally Hawkins,Imelda Staunton,Crime Drama,vera drake
3061,3061,Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry,Comedy Music Romance,the guru
3062,3062,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,Comedy Drama Romance,the perez family
3063,3063,Ethan Coen,Justin Timberlake,Max Casella,Alex Karpovsky,Drama Music,inside llewyn davis
3064,3064,Tim Blake Nelson,Mekhi Phifer,Andrew Keegan,John Heard,Drama Romance Thriller,o
3065,3065,William A. Graham,Milla Jovovich,Wayne Pygram,Lisa Pelikan,Adventure Drama Romance,return to the blue lagoon
3066,3066,Martin Ritt,Frank Finlay,Anthony Zerbe,Samantha Eggar,Drama History,the molly maguires
3067,3067,John Turturro,Kate Winslet,Steve Buscemi,Eddie Izzard,Comedy Musical Romance,romance & cigarettes
3068,3068,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,Biography Drama Music,copying beethoven
3069,3069,Tobe Hooper,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson,Fantasy Horror,poltergeist
3070,3070,Rowan Joffe,Sam Riley,Sean Harris,Geoff Bell,Crime Drama Thriller,brighton rock
3071,3071,David Hackl,Julie Benz,Costas Mandylor,Scott Patterson,Horror Mystery,saw v
3072,3072,Giuliano Montaldo,John Cassavetes,Gena Rowlands,Britt Ekland,Crime Drama Thriller,machine gun mccain
3073,3073,Lisa Azuelos,Nora Dunn,Lina Esco,Alix Freihage,Comedy Drama Romance,lol
3074,3074,Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,Crime Drama Mystery Thriller,jindabyne
3075,3075,Karan Johar,Shah Rukh Khan,John Abraham,Preity Zinta,Drama,kabhi alvida naa kehna
3076,3076,Oliver Parker,Minnie Driver,Rupert Everett,Jeremy Northam,Comedy Romance,an ideal husband
3077,3077,Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen,Horror Sci-Fi Thriller,the last days on mars
3078,3078,Jaume Balagueró,Lena Olin,Giancarlo Giannini,Francesc Pagès,Horror,darkness
3079,3079,Stanley Kubrick,Keir Dullea,Gary Lockwood,Glenn Beck,Adventure Mystery Sci-Fi,2001: a space odyssey
3080,3080,Steven Spielberg,Henry Thomas,Dee Wallace,Peter Coyote,Family Sci-Fi,e.t. the extra-terrestrial
3081,3081,Jon Kasdan,Kristen Stewart,Elena Anaya,Dustin Milligan,Comedy Drama Romance,in the land of women
3082,3082,Léa Pool,William Hurt,Marc Donato,Raoul Max Trujillo,Adventure Drama,the blue butterfly
3083,3083,Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel,Comedy Drama,there goes my baby
3084,3084,unknown,Antonia Thomas,Johnny Flynn,Hannah Britland,Comedy,lovesick            
3085,3085,Sajid Khan,Arjun Rampal,Boman Irani,Riteish Deshmukh,Comedy,housefull
3086,3086,Christopher Cain,Jon Gries,Taylor Handley,Trent Ford,Drama History Romance Western,september dawn
3087,3087,Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,Drama History War,for greater glory: the true story of cristiada
3088,3088,Eric Lartigau,Karin Viard,Eric Elmosnino,François Damiens,Comedy Drama Music,la famille bélier
3089,3089,Gus Van Sant,Robin Williams,Matt Damon,Minnie Driver,Drama,good will hunting
3090,3090,Shintaro Shimosawa,Al Pacino,Anthony Hopkins,Glen Powell,Drama Thriller,misconduct
3091,3091,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Leigh Whannell,Horror Mystery,saw iii
3092,3092,Ivan Reitman,Bill Murray,Harold Ramis,Judge Reinhold,Action Comedy War,stripes
3093,3093,Peyton Reed,Kirsten Dunst,Lindsay Sloane,Clare Kramer,Comedy Sport,bring it on
3094,3094,James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,Action Horror Sci-Fi Thriller,the purge: election year
3095,3095,Robert Iscove,Paul Walker,Clea DuVall,Kieran Culkin,Comedy Romance,she's all that
3096,3096,Lee Daniels,Mo'Nique,Gabourey Sidibe,Mariah Carey,Drama,precious
3097,3097,Darren Lynn Bousman,Costas Mandylor,Shawnee Smith,Angus Macfadyen,Horror Mystery,saw iv
3098,3098,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,Drama Horror Mystery Thriller,white noise
3099,3099,Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,Comedy Drama Romance,madea's family reunion
3100,3100,Martin Scorsese,Tom Cruise,Bill Cobbs,Mary Elizabeth Mastrantonio,Drama Sport,the color of money
3101,3101,Ken Annakin,Richard Burton,Richard Beymer,Eddie Albert,Action Drama History War,the longest day
3102,3102,Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson,Comedy Drama Family Sport,the mighty ducks
3103,3103,Takashi Shimizu,Sarah Michelle Gellar,Clea DuVall,Ted Raimi,Horror Mystery Thriller,the grudge
3104,3104,Dennis Dugan,Adam Sandler,Kevin Nealon,Frances Bay,Comedy Sport,happy gilmore
3105,3105,Victor Salva,Eileen Brennan,Patricia Belcher,Jonathan Breck,Horror Mystery,jeepers creepers
3106,3106,Stephen Herek,Keanu Reeves,George Carlin,Al Leong,Adventure Comedy Music Sci-Fi,bill & ted's excellent adventure
3107,3107,Carol Reed,Oliver Reed,Ron Moody,Jack Wild,Drama Family Musical,oliver!
3108,3108,John Madden,Tom Wilkinson,Penelope Wilton,Celia Imrie,Comedy Drama,the best exotic marigold hotel
3109,3109,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,Animation Comedy Family Mystery Sci-Fi,recess: school's out
3110,3110,George Miller,Tina Turner,Bruce Spence,Angelo Rossitto,Action Adventure Sci-Fi Thriller,mad max beyond thunderdome
3111,3111,Mark L. Lester,Bill Duke,Vernon Wells,Rae Dawn Chong,Action Adventure Thriller,commando
3112,3112,William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin,Horror Mystery Thriller,the boy
3113,3113,John Erick Dowdle,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,Horror Mystery Thriller,devil
3114,3114,Marcus Raboy,John Witherspoon,Mike Epps,Katt Williams,Comedy Drama,friday after next
3115,3115,Leigh Whannell,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Fantasy Horror Thriller,insidious: chapter 3
3116,3116,Michael Schultz,Mike Starr,Vanity,Keshia Knight Pulliam,Action Comedy Drama Music,the last dragon
3117,3117,Guy Ritchie,Jason Statham,Brad Pitt,Jason Flemyng,Comedy Crime,snatch
3118,3118,Brett Leonard,Jeff Fahey,Austin O'Brien,Troy Evans,Horror Sci-Fi,the lawnmower man
3119,3119,Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo,Comedy Drama Music Romance,nick and norah's infinite playlist
3120,3120,Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,Adventure Comedy Drama Fantasy,dogma
3121,3121,Bob Dolman,Erika Christensen,Eva Amurri Martino,Sal Lopez,Comedy Drama,the banger sisters
3122,3122,Joe Dante,Albert Brooks,Al Leong,Vic Morrow,Fantasy Horror Sci-Fi,twilight zone: the movie
3123,3123,Rowdy Herrington,Ben Gazzara,Kevin Tighe,Kelly Lynch,Action Thriller,road house
3124,3124,Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,Action Comedy Crime,a low down dirty shame
3125,3125,John Polson,Erika Christensen,Shiri Appleby,Jason Ritter,Drama Thriller,swimfan
3126,3126,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,Comedy Romance,employee of the month
3127,3127,Harry Elfont,Ethan Embry,Lauren Ambrose,Charlie Korsmo,Comedy Romance,can't hardly wait
3128,3128,Francis Ford Coppola,Tom Cruise,William Smith,Tom Waits,Crime Drama,the outsiders
3129,3129,David Lowery,Bryce Dallas Howard,Oona Laurence,Isiah Whitlock Jr.,Adventure Family Fantasy,pete's dragon
3130,3130,David Cronenberg,Tom Skerritt,Herbert Lom,Anthony Zerbe,Horror Sci-Fi Thriller,the dead zone
